19:13 $ vw-varinfo ~/Documents/scratch/OpenNMT-py/vw/discriminator/data/wmt16_train.vw
FeatureName            HashVal   MinVal   MaxVal    Weight   RelScore
Computer                 82817     0.00     0.00   +0.0898      5.66%
Gentleman               141807     0.00     0.00   +0.0898      5.66%
Shirt                   238133     0.00     0.00   +0.0898      5.66%
piece                    65324     0.00     0.00   +0.0898      5.65%
alleyway                 37145     0.00     0.00   +0.0897      5.65%
incident                 76676     0.00     0.00   +0.0897      5.65%
responders               66889     0.00     0.00   +0.0897      5.65%
airborne                151783     0.00     0.00   +0.0897      5.65%
club                    208645     0.00     0.00   +0.0896      5.64%
trotting                166699     0.00     0.00   +0.0895      5.64%
Identical                61698     0.00     0.00   +0.0895      5.64%
demonstration           253958     0.00     0.00   +0.0895      5.64%
Watch                   146375     0.00     0.00   +0.0895      5.64%
demonstrate             250703     0.00     0.00   +0.0895      5.64%
James                    70718     0.00     0.00   +0.0893      5.63%
LeBron                  242420     0.00     0.00   +0.0893      5.63%
Team                    204385     0.00     0.00   +0.0893      5.63%
layup                   145557     0.00     0.00   +0.0893      5.63%
puzzled                  15470     0.00     0.00   +0.0893      5.62%
historical              210352     0.00     0.00   +0.0892      5.62%
reacts                  243171     0.00     0.00   +0.0892      5.62%
Outdoor                 182292     0.00     0.00   +0.0890      5.60%
World                    36033     0.00     0.00   +0.0890      5.60%
target                  209049     0.00     0.00   +0.0890      5.60%
cycling                  26606     0.00     0.00   +0.0889      5.60%
rice                     90159     0.00     0.00   +0.0889      5.60%
seeds                    39210     0.00     0.00   +0.0889      5.60%
fleece                  202480     0.00     0.00   +0.0889      5.60%
kneel                   224763     0.00     0.00   +0.0889      5.60%
handout                 164427     0.00     0.00   +0.0889      5.60%
snare                   183179     0.00     0.00   +0.0889      5.60%
celebrations             90889     0.00     0.00   +0.0888      5.59%
draped                   87995     0.00     0.00   +0.0888      5.59%
scarlet                 109779     0.00     0.00   +0.0888      5.59%
unload                  108453     0.00     0.00   +0.0887      5.59%
faint                       73     0.00     0.00   +0.0887      5.59%
bird                    253967     0.00     0.00   +0.0887      5.59%
Water                   222646     0.00     0.00   +0.0887      5.59%
smelling                 72580     0.00     0.00   +0.0886      5.58%
Gray                    157375     0.00     0.00   +0.0886      5.58%
admits                  160976     0.00     0.00   +0.0886      5.58%
aviator                 185031     0.00     0.00   +0.0886      5.58%
Alley                   158925     0.00     0.00   +0.0886      5.58%
Cold                    200276     0.00     0.00   +0.0886      5.58%
Hungry                    5245     0.00     0.00   +0.0886      5.58%
fillet                  158925     0.00     0.00   +0.0886      5.58%
float                   237544     0.00     0.00   +0.0884      5.57%
Chan                     47879     0.00     0.00   +0.0884      5.57%
Jackie                  252088     0.00     0.00   +0.0884      5.57%
Olympic                 155153     0.00     0.00   +0.0884      5.57%
starring                177282     0.00     0.00   +0.0882      5.56%
clear                   260782     0.00     0.00   +0.0882      5.56%
horsemen                 86156     0.00     0.00   +0.0882      5.56%
type                    144659     0.00     0.00   +0.0882      5.55%
burgundy                210955     0.00     0.00   +0.0882      5.55%
rapped                   12004     0.00     0.00   +0.0882      5.55%
Climber                  60363     0.00     0.00   +0.0881      5.55%
holes                    27582     0.00     0.00   +0.0880      5.54%
explains                174553     0.00     0.00   +0.0880      5.54%
skates                  211037     0.00     0.00   +0.0880      5.54%
adding                   27286     0.00     0.00   +0.0879      5.54%
Food                    209852     0.00     0.00   +0.0879      5.54%
Michigan                 91310     0.00     0.00   +0.0879      5.54%
Wine                    165175     0.00     0.00   +0.0879      5.54%
tasting                 228103     0.00     0.00   +0.0879      5.54%
packing                 208536     0.00     0.00   +0.0879      5.53%
wilderness               88109     0.00     0.00   +0.0879      5.53%
vehicle                 158400     0.00     0.00   +0.0878      5.53%
interlocked             193076     0.00     0.00   +0.0878      5.53%
vaguely                 134934     0.00     0.00   +0.0878      5.53%
nets                    186400     0.00     0.00   +0.0878      5.53%
pouring                  86359     0.00     0.00   +0.0878      5.53%
veterans                  1789     0.00     0.00   +0.0878      5.53%
Inside                  175780     0.00     0.00   +0.0877      5.53%
skeleton                237723     0.00     0.00   +0.0877      5.52%
visitor                 173525     0.00     0.00   +0.0876      5.52%
waterway                 69898     0.00     0.00   +0.0876      5.52%
seashells               114672     0.00     0.00   +0.0876      5.52%
collision               241343     0.00     0.00   +0.0875      5.51%
flatbed                 215967     0.00     0.00   +0.0875      5.51%
propelling              215967     0.00     0.00   +0.0875      5.51%
style                   190788     0.00     0.00   +0.0875      5.51%
under                   207362     0.00     0.00   +0.0875      5.51%
parasailing              75200     0.00     0.00   +0.0875      5.51%
Employee                 48321     0.00     0.00   +0.0875      5.51%
tangled                 247314     0.00     0.00   +0.0875      5.51%
chili                    47018     0.00     0.00   +0.0875      5.51%
fumes                     5157     0.00     0.00   +0.0875      5.51%
spicy                   163542     0.00     0.00   +0.0875      5.51%
shaking                 202400     0.00     0.00   +0.0873      5.50%
Performing               58465     0.00     0.00   +0.0873      5.50%
lubricates               75071     0.00     0.00   +0.0873      5.50%
harbor                    5594     0.00     0.00   +0.0873      5.50%
weaving                 198964     0.00     0.00   +0.0872      5.50%
casino                   40497     0.00     0.00   +0.0872      5.49%
hurry                   200885     0.00     0.00   +0.0872      5.49%
resourceful             163337     0.00     0.00   +0.0872      5.49%
unfriendly                4590     0.00     0.00   +0.0872      5.49%
cooks                   133896     0.00     0.00   +0.0872      5.49%
PitBull                 201303     0.00     0.00   +0.0872      5.49%
towel                   208029     0.00     0.00   +0.0872      5.49%
to                      174171     0.00     0.00   +0.0871      5.49%
Opposing                185636     0.00     0.00   +0.0871      5.49%
unlocking                98904     0.00     0.00   +0.0871      5.49%
Javelin                 218438     0.00     0.00   +0.0871      5.49%
thrower                  29084     0.00     0.00   +0.0871      5.49%
occasion                139141     0.00     0.00   +0.0871      5.48%
does                     42073     0.00     0.00   +0.0870      5.48%
washed                  120228     0.00     0.00   +0.0870      5.48%
hit                     181292     0.00     0.00   +0.0870      5.48%
textile                  75224     0.00     0.00   +0.0869      5.48%
wipes                   144957     0.00     0.00   +0.0869      5.48%
snowing                  69666     0.00     0.00   +0.0869      5.47%
returning                84636     0.00     0.00   +0.0868      5.47%
shoulder                 14483     0.00     0.00   +0.0868      5.47%
parachutes              175723     0.00     0.00   +0.0867      5.46%
disc                    111770     0.00     0.00   +0.0867      5.46%
microscope              227733     0.00     0.00   +0.0867      5.46%
dinning                 205588     0.00     0.00   +0.0867      5.46%
barricades               35008     0.00     0.00   +0.0866      5.46%
chunks                   33208     0.00     0.00   +0.0866      5.46%
